,author,content,description,label,publishedAt,source_id,source_name,title,url,urlToImage
1001,,"WASHINGTON (AP) — The Latest on Supreme Court nominee Brett Kavanaugh (all times local): 8:45 p.m. Supreme Court nominee Brett Kavanaugh said in a newly released White House email that limits on campaign contributions to candidates ""have some constitutional p… [+1650 chars]",WASHINGTON (AP) — The Latest on Supreme Court nominee Brett Kavanaugh (all times local):,center,2018-09-01T00:47:58Z,associated-press,Associated Press,The Latest: Kavanaugh questioned campaign contribution caps,https://apnews.com/b2bbe3e532434b54b91309133326f0d7,https://bloximages.chicago2.vip.townnews.com/billingsgazette.com/content/tncms/custom/image/77758902-e169-11e5-a168-77ef9f7ff013.png?_dc=1457027880
1002,By LISA MASCARO and MARK SHERMAN Associated Press,"WASHINGTON (AP) — Senators will launch a final round of questioning of Brett Kavanaugh on Thursday, but after a marathon 12-hour session, President Donald Trump's nominee to the Supreme Court appears to have avoided any major missteps that could trip his conf… [+4970 chars]","WASHINGTON (AP) — Senators will launch a final round of questioning of Brett Kavanaugh on Thursday, but after a marathon 12-hour session, President Donald Trump's nominee to the Supreme Court appears to have avoided any major missteps that could trip…",center,2018-09-06T04:30:22Z,associated-press,Associated Press,Kavanaugh faces final round of questioning without missteps,https://apnews.com/6073d208a57d40f5b1feb6730d5b6033,https://bloximages.newyork1.vip.townnews.com/tulsaworld.com/content/tncms/assets/v3/editorial/3/fd/3fd378c7-3c46-512c-a92e-c35cf1c2f7af/5b90ae733fbca.image.jpg?resize=945%2C630
1003,By ZEKE MILLER and LISA MASCARO Associated Press,"FILE - In this July 26, 2018, file photo, Supreme Court nominee Judge Brett Kavanaugh on Capitol Hill in Washington. As President Donald Trump’s nominee to the Supreme Court, his views on affirmative action, along with voting rights and discrimination, are co… [+164 chars]",WASHINGTON (AP) — Supreme Court nominee Brett Kavanaugh isn't the only one engaging in practice sessions ahead of next week's grueling confirmation hearing before the Senate Judiciary Committee.,center,2018-09-01T04:01:47Z,associated-press,Associated Press,Both sides prepare for marathon confirmation hearing,https://apnews.com/8426d9f694d54e6985c619758dcee957,https://bloximages.newyork1.vip.townnews.com/tulsaworld.com/content/tncms/assets/v3/editorial/2/4f/24f02923-7eb3-5f76-a3f2-0f4ad2d457ab/5b88c8524c23a.image.jpg?resize=945%2C630
1004,By MARK SHERMAN Associated Press,WASHINGTON (AP) — America is about to get its first extended look at Supreme Court nominee Brett Kavanaugh in his confirmation hearing before the Senate Judiciary Committee. Viewers just tuning into the battle over the 53-year-old appellate judge's nomination… [+5633 chars],WASHINGTON (AP) — America is about to get its first extended look at Supreme Court nominee Brett Kavanaugh in his confirmation hearing before the Senate Judiciary Committee.,center,2018-09-04T04:41:30Z,associated-press,Associated Press,Stare decisis? Roe? A Supreme Court confirmation glossary,https://apnews.com/314e4fbd6496463db3067be0b7c1e3db,https://bloximages.newyork1.vip.townnews.com/richmond.com/content/tncms/assets/v3/editorial/1/5f/15f9dad3-bcfe-571e-b81c-b7c2d4fc2d60/5b8a80b462bf1.image.jpg?resize=970%2C630
1005,By JESSICA GRESKO Associated Press,"WASHINGTON (AP) — Neil Gorsuch and Brett Kavanaugh first crossed paths over plates of beef stroganoff, shepherd's pie and chicken cubes in a thick, yellow sauce. They weren't business meals. They shared lunch period at their elite private high school. Now, th… [+5450 chars]","WASHINGTON (AP) — Neil Gorsuch and Brett Kavanaugh first crossed paths over plates of beef stroganoff, shepherd's pie and chicken cubes in a thick, yellow sauce. They weren't business meals. They shared lunch period at their elite private high school.",center,2018-08-24T04:51:59Z,associated-press,Associated Press,"Decades of 'Fancy meeting you here!' for Gorsuch, Kavanaugh",https://apnews.com/4c9280d2fa594a578c98f78222b68900,https://bloximages.newyork1.vip.townnews.com/tulsaworld.com/content/tncms/custom/image/aacc4e10-0064-11e7-adc2-d3321407a1f8.jpg?_dc=1488581802
1006,,WASHINGTON (AP) — The Latest on the Senate hearings on Supreme Court nominee Brett Kavanaugh (all times local): 9:20 a.m. Liberal and progressive groups are pressuring Senate Minority Leader Chuck Schumer to unify Democrats against Supreme Court nominee Brett… [+1623 chars],WASHINGTON (AP) — The Latest on the Senate hearings on Supreme Court nominee Brett Kavanaugh (all times local):,center,2018-09-05T13:24:27Z,associated-press,Associated Press,The Latest: Liberals urge Dems to unify against Kavanaugh,https://apnews.com/143dd3923a614bcc81f8e1a844b316f9,https://bloximages.chicago2.vip.townnews.com/billingsgazette.com/content/tncms/assets/v3/editorial/4/58/4583368f-f760-5d75-9836-6244fa98f699/5b8f8286bf0dd.image.jpg?crop=1763%2C992%2C0%2C91&resize=1120%2C630&order=crop%2Cresize
1007,By KEN THOMAS and DARLENE SUPERVILLE Associated Press,"BILLINGS, Mont. (AP) — President Donald Trump is praising praised Judge Brett Kavanaugh's progress toward winning confirmation to the Supreme Court but decried the ""anger and the meanness on the other side,"" blasting Democrats' behavior toward his nominee as … [+5025 chars]","BILLINGS, Mont. (AP) — President Donald Trump is praising praised Judge Brett Kavanaugh's progress toward winning confirmation to the Supreme Court but decried the ""anger and the meanness on the other side,"" blasting Democrats' behavior toward his nominee as …",center,2018-09-07T05:25:18Z,associated-press,Associated Press,Trump campaigns in Montana lauds Kavanaugh progress,https://apnews.com/84350ce43d1e45398324b2a560087a73,https://bloximages.newyork1.vip.townnews.com/tulsaworld.com/content/tncms/assets/v3/editorial/0/20/0201867b-4b57-56d9-82a7-3407f7fac903/5b91dbe90f3f3.image.jpg?resize=961%2C630
1008,By ALANNA DURKIN RICHER and JENNIFER PELTZ Associated Press,"It was the 1980s at Yale University, and Brett Kavanaugh's classmates were protesting South Africa's apartheid system, rallying for gay rights and backing dining hall workers in a labor dispute. But friends and acquaintances say the future Supreme Court nomin… [+4966 chars]","It was the 1980s at Yale University, and Brett Kavanaugh's classmates were protesting South Africa's apartheid system, rallying for gay rights and backing dining hall workers in a labor dispute.",center,2018-08-28T15:07:13Z,associated-press,Associated Press,"At Yale, Kavanaugh stayed out of debates at a time of many",https://apnews.com/f4c8460fa19541c3ac5775b19b9a97ad,https://bloximages.newyork1.vip.townnews.com/tulsaworld.com/content/tncms/assets/v3/editorial/b/60/b6075ab2-a0ea-5f59-85fb-a31d2e02536a/5b85679cf1827.image.jpg?resize=1014%2C630
1009,By LISA MASCARO AP Congressional Correspondent,"WASHINGTON (AP) — The Trump administration is withholding more than 100,000 pages of Brett Kavanaugh's records from the Bush White House on the basis of presidential privilege ahead of the Supreme Court nominee's confirmation hearing. The Senate Judiciary Com… [+694 chars]","WASHINGTON (AP) — The Trump administration is withholding more than 100,000 pages of Brett Kavanaugh's records from the Bush White House on the basis of presidential privilege ahead of the Supreme Court nominee's confirmation hearing.",center,2018-09-01T00:43:30Z,associated-press,Associated Press,Trump administration withholds 100K Kavanaugh pages,https://apnews.com/70b1f649aad7404baa11949b50d715c6,https://bloximages.newyork1.vip.townnews.com/richmond.com/content/tncms/custom/image/d3d347f2-efa0-11e6-b02b-d30e16810f0d.jpg?_dc=1486738470
1010,By JESSE J. HOLLAND and TAMMY WEBBER Associated Press,WASHINGTON (AP) — Brett Kavanaugh emailed his White House colleagues in June 2003 with an alert: The U.S. Supreme Court was about to release opinions on the University of Michigan's use of race as a factor to admit students. It was an issue of great interest … [+6382 chars],WASHINGTON (AP) — Brett Kavanaugh emailed his White House colleagues in June 2003 with an alert: The U.S. Supreme Court was about to release opinions on the University of Michigan's use of race as a factor to admit students.,center,2018-08-31T04:34:43Z,associated-press,Associated Press,Kavanaugh opponents raise red flags on civil rights record,https://apnews.com/21c36645e3f142eebde03e3d48c36f7f,https://bloximages.newyork1.vip.townnews.com/tulsaworld.com/content/tncms/assets/v3/editorial/2/4f/24f02923-7eb3-5f76-a3f2-0f4ad2d457ab/5b88c8524c23a.image.jpg?resize=945%2C630
1011,By JESSICA GRESKO Associated Press,"WASHINGTON (AP) — Judge Brett Kavanaugh is treading carefully during his confirmation hearing as senators bombard him with questions about abortion, presidential power and the independence of the judiciary. Some highlights from the Supreme Court nominee' conf… [+3370 chars]","WASHINGTON (AP) — Judge Brett Kavanaugh is treading carefully during his confirmation hearing as senators bombard him with questions about abortion, presidential power and the independence of the judiciary.",center,2018-09-05T19:32:47Z,associated-press,Associated Press,"Treading carefully, Kavanaugh dodges confirmation minefields",https://apnews.com/84a6b3654ae74a74a9004b3737d0ab68,https://bloximages.chicago2.vip.townnews.com/billingsgazette.com/content/tncms/assets/v3/editorial/b/4e/b4e1e49a-5336-5930-9e41-6cdb324b31f1/5b9034b962e01.image.jpg?crop=1763%2C992%2C0%2C91&resize=1120%2C630&order=crop%2Cresize
1012,By CALVIN WOODWARD Associated Press,"WASHINGTON (AP) — Judge Brett Kavanaugh's life seems as carefully constructed as the Supreme Court arguments he will hear if he is confirmed to the high court. He checks all the boxes of the ways of Washington, or at least the way Washington used to be. He's … [+10630 chars]","WASHINGTON (AP) — Judge Brett Kavanaugh's life seems as carefully constructed as the Supreme Court arguments he will hear if he is confirmed to the high court. He checks all the boxes of the ways of Washington, or at least…",center,2018-09-01T11:50:12Z,associated-press,Associated Press,High court pick Kavanaugh and his carefully constructed life,https://apnews.com/59968c5780d04a03a740621132121d85,https://bloximages.newyork1.vip.townnews.com/tulsaworld.com/content/tncms/assets/v3/editorial/a/33/a33ec3ed-0e67-574b-ad5c-cf603d25602a/5b8a7fadc1bb5.image.jpg?resize=913%2C630
1013,By JESSICA GRESKO Associated Press,"WASHINGTON (AP) — Neil Gorsuch and Brett Kavanaugh first crossed paths over plates of beef stroganoff, shepherd's pie and chicken cubes in a thick, yellow sauce. They weren't business meals. They shared lunch period at their elite private high school. Now, th… [+5583 chars]","WASHINGTON (AP) — Neil Gorsuch and Brett Kavanaugh first crossed paths over plates of beef stroganoff, shepherd's pie and chicken cubes in a thick, yellow sauce. They weren't business meals. They shared lunch period at their elite private high school.",center,2018-08-24T04:51:59Z,associated-press,Associated Press,"Decades of 'Fancy meeting you here!' for Gorsuch, Kavanaugh",https://apnews.com/4c9280d2fa594a578c98f78222b68900,https://bloximages.chicago2.vip.townnews.com/billingsgazette.com/content/tncms/custom/image/77758902-e169-11e5-a168-77ef9f7ff013.png?_dc=1457027880
1014,By KEVIN FREKING Associated Press,WASHINGTON (AP) — The Senate Judiciary Committee has added former Solicitor General Theodore Olson and former White House counsel John Dean to the list of witnesses who will testify next week in the confirmation hearings for Brett Kavanaugh to serve on the Su… [+563 chars],WASHINGTON (AP) — The Senate Judiciary Committee has added former Solicitor General Theodore Olson and former White House counsel John Dean to the list of witnesses who will testify next week in the confirmation hearings for Brett Kavanaugh to serve…,center,2018-08-30T22:22:59Z,associated-press,Associated Press,John Dean of Nixon fame to testify at Kavanaugh hearing,https://apnews.com/d7eaeeb2730b48ed8cdefe2aa78bc6e2,https://bloximages.newyork1.vip.townnews.com/tulsaworld.com/content/tncms/assets/v3/editorial/c/e7/ce726025-2e11-5e8a-85a7-77b68104ead9/5b84d7e320dd5.image.jpg?resize=947%2C630
1015,By CALVIN WOODWARD Associated Press,"WASHINGTON (AP) — Judge Brett Kavanaugh's life seems as carefully constructed as the Supreme Court arguments he will hear if he is confirmed to the high court. He checks all the boxes of the ways of Washington, or at least the way Washington used to be. He's … [+5218 chars]","WASHINGTON (AP) — Judge Brett Kavanaugh's life seems as carefully constructed as the Supreme Court arguments he will hear if he is confirmed to the high court. He checks all the boxes of the ways of Washington, or at least…",center,2018-09-01T11:52:06Z,associated-press,Associated Press,High court pick Kavanaugh and his carefully constructed life,https://apnews.com/2d69d2e82a3c4fb48b075e84f290fa09,https://bloximages.newyork1.vip.townnews.com/richmond.com/content/tncms/assets/v3/editorial/1/5f/15f9dad3-bcfe-571e-b81c-b7c2d4fc2d60/5b8a80b462bf1.image.jpg?resize=970%2C630
1016,By KEN THOMAS Associated Press,"WASHINGTON (AP) — President Donald Trump is tweeting that his White House counsel, Don McGahn, will be departing in the fall after the Senate confirmation vote for Judge Brett Kavanaugh to serve on the Supreme Court. Trump praised his top White House lawyer o… [+690 chars]","WASHINGTON (AP) — President Donald Trump is tweeting that his White House counsel, Don McGahn, will be departing in the fall after the Senate confirmation vote for Judge Brett Kavanaugh to serve on the Supreme Court.",center,2018-08-29T14:45:21Z,associated-press,Associated Press,Trump: White House counsel Don McGahn to depart in the fall,https://apnews.com/941ad6ac387047f096fcefb11b68526a,https://bloximages.newyork1.vip.townnews.com/richmond.com/content/tncms/custom/image/d3d347f2-efa0-11e6-b02b-d30e16810f0d.jpg?_dc=1486738470
